Genes	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MOLM13_2w_2_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MOLM13_WT_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MV4_11_6w_1_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MV4_11_WT_1_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_OCI_6w_2_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_OCI_WT_1_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_2W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_6W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_6W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_6W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_WT_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_WT_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_2W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_2W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_2W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_6W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_6W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_WT_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_WT_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_2W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_2W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_2W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_4W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_6W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_6W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_WT_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_WT_3__500ng.raw
USP28	2.25542e+06	2.5627e+06	2.99704e+06	3.2106e+06	3.11801e+06	3.48118e+06	2.20162e+06	2.19087e+06	2.35941e+06	2.43806e+06	2.35275e+06	2.55537e+06	2.6963e+06	2.80262e+06	2.75354e+06	2.78435e+06	3.73295e+06	3.20866e+06	3.36934e+06	2.79597e+06	2.99446e+06	3.20386e+06	3.69651e+06	4.21308e+06	3.67642e+06	3.3927e+06	3.54473e+06
USP29	72752	51293.8	89913.4	76257.9	76041.6	74105.4	70579.4	50955.1	72268.4	52063.1	80269.8	60428.4	60545.6	49222.4	90733.4	64158.2	49837.3			103187	140066	72168.1	101400	85531	86433.2	83935.7	75943.2
USP3	7.10734e+06	5.78397e+06	5.94497e+06	4.50521e+06	6.23732e+06	6.88792e+06	6.84226e+06	5.03896e+06	6.91684e+06	8.14701e+06	5.39622e+06	5.90986e+06	6.80206e+06	6.28053e+06	6.16891e+06	5.52007e+06	7.42784e+06	7.3752e+06	7.01469e+06	9.9748e+06	8.20151e+06	7.87369e+06	1.0559e+07	7.04047e+06	7.69079e+06	8.07196e+06	7.29913e+06
USP31				674083	591676	1.24142e+06	695601	386595	795519	466032	602083	560345	865576	684275	691497	553052	622210	945600	652220	839191	696693	957935		1.31116e+06	1.15008e+06	1.23855e+06	1.45308e+06
USP32	4.09695e+06	3.82747e+06	4.47384e+06	5.29246e+06	6.00026e+06	5.74594e+06	3.66816e+06	3.91158e+06	4.5392e+06	3.70306e+06	2.99175e+06	3.24969e+06	4.80856e+06	4.35582e+06	4.1839e+06	4.463e+06	5.11428e+06	5.22933e+06	4.96558e+06	7.14537e+06	7.24425e+06	7.14651e+06	7.06584e+06	6.96094e+06	6.28593e+06	5.48605e+06	4.93797e+06
USP33		5.04003e+06	7.02732e+06	6.14364e+06	7.18472e+06	6.80646e+06	6.5878e+06	5.74148e+06	8.6424e+06	4.38161e+06	5.47016e+06		5.64548e+06		6.16466e+06	4.36592e+06		1.32051e+07	1.23333e+07	9.25242e+06	9.72722e+06	6.75653e+06	1.49589e+07		9.96157e+06	1.13767e+07	9.2864e+06
USP34	9.16452e+06	9.71001e+06	7.73865e+06	9.3957e+06	1.04165e+07	1.23287e+07	9.21312e+06	8.62399e+06	8.26897e+06	8.06802e+06	9.64952e+06	1.00658e+07	1.01196e+07	9.88111e+06	8.84889e+06	9.16156e+06	9.86222e+06	1.06968e+07	1.06885e+07	1.11853e+07	1.06774e+07	1.05121e+07	1.02114e+07	1.20897e+07	1.18928e+07	1.12381e+07	1.09769e+07
USP36	1.05965e+07	1.16992e+07	1.23917e+07	1.11785e+07	1.39554e+07	9.1577e+06	1.08841e+07	1.06103e+07	1.2381e+07	1.3253e+07	1.15976e+07	1.05774e+07	1.17334e+07	1.19232e+07	1.06759e+07	8.84817e+06	1.24555e+07	1.40777e+07	1.37027e+07	1.03738e+07	1.24435e+07	1.25849e+07	1.10589e+07	9.19821e+06	1.22711e+07	1.16906e+07	1.09015e+07
USP37	1.96434e+06	2.09689e+06	1.75025e+06	2.07351e+06	1.55462e+06	2.39566e+06	1.70651e+06	2.19627e+06	1.75966e+06	1.86485e+06	1.92253e+06	2.13528e+06	2.10619e+06	1.96714e+06	1.78602e+06	1.64668e+06	2.42538e+06	2.41995e+06	2.14906e+06	2.12097e+06	2.37329e+06	2.06183e+06	2.09113e+06	1.66899e+06	1.47622e+06	2.46466e+06	2.16837e+06
USP38	760130	486263	494445	561393	1.01088e+06	806012	471645	657018	656662	600797	1.03555e+06	629782	759780	597793	523078	611119	589794	543061	892928	1.02e+06	1.25773e+06	826841	603002	629503	784294	882862	986078
USP39	3.5264e+07	3.68133e+07	3.89682e+07	2.9713e+07	3.16135e+07	3.09182e+07	3.78383e+07	3.59517e+07	3.22437e+07	3.55981e+07	3.68405e+07	3.3685e+07	3.16148e+07	3.20918e+07	3.06385e+07	3.23861e+07	3.5134e+07	3.70904e+07	3.32824e+07	3.28622e+07	3.18959e+07	3.32328e+07	3.73959e+07	3.37011e+07	3.0056e+07	3.31979e+07	3.19627e+07
USP4	7.00106e+06	7.36641e+06	7.72225e+06	1.81473e+07	1.29102e+07	1.20122e+07	6.49883e+06	6.51092e+06	5.40038e+06	5.68952e+06	6.46807e+06	6.43985e+06	2.08135e+07	1.81218e+07	1.83892e+07	1.83486e+07	1.84324e+07	1.88848e+07	1.79126e+07	1.40017e+07	1.19781e+07	1.16068e+07	1.56847e+07	1.40642e+07	1.28501e+07	1.11289e+07	1.00833e+07
USP40				772173	333948						517131				787011			1.08166e+06	832055	355458			437845		506132		
USP42	1.1338e+06	1.21698e+06	1.46904e+06	653458	810384	617194	1.02073e+06	1.01653e+06	1.12591e+06	1.30792e+06	1.42439e+06	1.1304e+06	600785	613136	594966	514528	526163	534272		905502	811261	944711	1.27501e+06	821396	522205	745604	942868
USP46	140378			215219	189313	284676	133954	178988	151102	178919	112627	125183	319196	245882	294470	260591	273995	245602	247402	226040	331796	308998	160228	187420	199718	203933	267912
USP47	7.89872e+06	7.47137e+06	8.70712e+06	1.33867e+07	1.10172e+07	1.44892e+07	7.84978e+06	7.95592e+06	6.59574e+06	6.43518e+06	7.25351e+06	7.45587e+06	1.23433e+07	1.17242e+07	1.2029e+07	1.32255e+07	1.24335e+07	1.3e+07	1.17472e+07	1.22609e+07	1.17707e+07	1.10189e+07	1.19565e+07	1.25119e+07	1.11366e+07	1.30151e+07	1.34291e+07
USP48	2.26443e+07	2.35096e+07	1.94218e+07	2.41016e+07	2.26854e+07	2.6756e+07	2.32128e+07	2.04046e+07	1.95614e+07	2.25774e+07	2.23535e+07	2.19135e+07	2.30909e+07	2.33947e+07	2.14277e+07	2.54531e+07	2.68512e+07	2.77755e+07	2.58728e+07	2.48668e+07	2.29027e+07	2.42168e+07	2.39133e+07	2.34007e+07	2.3302e+07	2.7868e+07	2.50622e+07
USP5	8.71719e+07	8.79423e+07	8.31891e+07	1.00759e+08	1.10648e+08	9.68332e+07	7.88575e+07	8.32265e+07	8.19113e+07	9.2201e+07	7.04446e+07	7.94665e+07	1.11878e+08	1.02852e+08	1.05175e+08	9.18936e+07	1.00442e+08	1.03118e+08	9.9437e+07	9.66652e+07	9.89903e+07	1.0096e+08	1.04788e+08	9.60088e+07	1.06369e+08	9.37762e+07	9.59853e+07
USP7	4.57037e+07	4.37098e+07	4.01993e+07	5.38712e+07	3.35773e+07	3.45807e+07	4.95835e+07	4.49478e+07	3.94816e+07	4.88874e+07	4.43078e+07	4.1687e+07	5.52266e+07	5.80585e+07	5.35049e+07	5.85191e+07	5.15313e+07	5.41153e+07	5.23878e+07	3.27354e+07	3.19945e+07	3.53829e+07	3.17353e+07	3.36076e+07	3.42881e+07	3.22386e+07	3.36309e+07
USP8	1.13458e+07	1.02376e+07	1.20588e+07	1.41027e+07	1.0534e+07	1.00836e+07	1.03409e+07	1.10778e+07	1.12849e+07	1.47957e+07	1.13114e+07	1.09246e+07	1.31792e+07	1.4044e+07	1.37544e+07	1.32745e+07	1.26833e+07	1.28184e+07	1.29727e+07	8.73186e+06	9.64705e+06	9.02779e+06	9.04992e+06	1.00613e+07	1.05206e+07	9.50034e+06	9.18291e+06
USP9X	1.31238e+07	1.38432e+07	1.34684e+07	1.48043e+07	1.48846e+07	1.46096e+07	1.39845e+07	1.39177e+07	1.25993e+07	1.21112e+07	1.35533e+07	1.37703e+07	1.5494e+07	1.46437e+07	1.48924e+07	1.46764e+07	1.35861e+07	1.46342e+07	1.33057e+07	1.33928e+07	1.25794e+07	1.32332e+07	1.12881e+07	1.58758e+07	1.50795e+07	1.19764e+07	1.24895e+07
UST												38057.3															
UTP11	1.76041e+07	1.84166e+07	2.25887e+07	1.19569e+07	1.77057e+07	8.78707e+06	1.76228e+07	1.59591e+07	1.98928e+07	2.16271e+07	1.81197e+07	1.96759e+07	1.60123e+07	1.60159e+07	1.32084e+07	1.16839e+07	1.65002e+07	1.92302e+07	1.65492e+07	1.19638e+07	1.44418e+07	1.4146e+07	1.58109e+07	1.14619e+07	1.64745e+07	1.16098e+07	1.45797e+07
UTP14A	4.54945e+07	4.90287e+07	4.26655e+07	3.35012e+07	3.78159e+07	3.15621e+07	4.16229e+07	4.13028e+07	3.94463e+07	5.01754e+07	5.33325e+07	5.18911e+07	3.39522e+07	3.0912e+07	3.85593e+07	3.40206e+07	3.64661e+07	3.28634e+07	3.51641e+07	3.74334e+07	3.86755e+07	3.63614e+07	3.65818e+07	3.09783e+07	3.60923e+07	3.56499e+07	3.58017e+07
UTP15	4.05266e+07	4.87095e+07	4.32689e+07	2.34305e+07	3.2185e+07	2.28413e+07	3.82346e+07	3.60598e+07	4.54884e+07	4.94812e+07	4.32354e+07	4.82422e+07	3.36157e+07	2.87316e+07	2.657e+07	2.28476e+07	3.96597e+07	3.97217e+07	3.69009e+07	3.01022e+07	3.18532e+07	3.43344e+07	3.47074e+07	2.51765e+07	3.29986e+07	3.25203e+07	3.29257e+07
UTP18	1.904e+07	2.57377e+07	2.19348e+07	1.48904e+07	2.34306e+07	1.58782e+07	2.30186e+07	2.17665e+07	2.37197e+07	2.89094e+07	2.58821e+07	2.41355e+07	1.93838e+07	2.00002e+07	1.63073e+07	1.56024e+07	2.15553e+07	2.2347e+07	2.06522e+07	2.3019e+07	2.6295e+07	2.29103e+07	2.30069e+07	1.93632e+07	2.11153e+07	2.10603e+07	2.12629e+07
UTP20	1.69026e+07	2.44079e+07	1.95336e+07	7.51429e+06	2.05545e+07	1.2064e+07	1.87473e+07	1.81981e+07	1.7829e+07	2.72402e+07	1.91409e+07	2.00753e+07	1.2051e+07	1.13517e+07	8.30145e+06	6.23957e+06	1.33039e+07	1.35639e+07	1.1709e+07	1.47937e+07	1.91382e+07	1.92255e+07	1.7734e+07	1.20965e+07	1.70702e+07	1.93861e+07	1.89932e+07
UTP23	1.68036e+07	1.83315e+07	1.59505e+07	9.02234e+06	1.51736e+07	1.22769e+07	2.10392e+07	2.16046e+07	1.71909e+07	1.92693e+07	2.1689e+07	2.15543e+07	1.25808e+07	1.2184e+07	1.13766e+07	1.11665e+07	1.11524e+07	1.2405e+07	1.13605e+07	1.59806e+07	2.14866e+07	1.98423e+07	1.39595e+07	1.61419e+07	1.7021e+07	1.55144e+07	1.7735e+07
UTP25	1.48649e+07	1.40576e+07	1.23274e+07	6.98828e+06	2.19621e+07	1.53625e+07	1.5768e+07	1.17864e+07	1.62885e+07	1.52791e+07	1.3856e+07	1.29141e+07	9.77811e+06	8.91124e+06	8.48438e+06	9.41234e+06	1.03428e+07	1.03726e+07	1.00403e+07	2.05595e+07	2.04157e+07	2.1506e+07	2.01358e+07	1.59107e+07	2.11384e+07	1.94193e+07	1.99313e+07
UTP3	1.8439e+07	2.21843e+07	2.27491e+07	1.26263e+07	1.64785e+07	1.199e+07	1.87593e+07	1.98961e+07	1.95965e+07	2.4659e+07	1.86023e+07	1.86518e+07	1.65707e+07	1.65549e+07	1.31857e+07	1.30261e+07	1.8156e+07	1.74662e+07	1.75661e+07	1.36602e+07	1.56507e+07	1.5404e+07	1.57887e+07	1.18071e+07	1.34114e+07	1.68203e+07	1.54341e+07
UTP4	1.91037e+07	2.2717e+07	2.07878e+07	1.23301e+07	1.83743e+07	1.17532e+07	1.99586e+07	1.7282e+07	1.97703e+07	2.44981e+07	2.22397e+07	2.05329e+07	1.46832e+07	1.57397e+07	1.29259e+07	1.26571e+07	1.52184e+07	1.72881e+07	1.59328e+07	1.4516e+07	1.81526e+07	1.6792e+07	1.5557e+07	1.31278e+07	1.56989e+07	1.45628e+07	1.53854e+07
UTP6	1.92376e+07	2.55457e+07	2.18041e+07	1.3169e+07	2.05898e+07	1.32617e+07	1.97652e+07	2.03833e+07	2.23925e+07	2.4851e+07	1.94118e+07	1.87435e+07	1.75448e+07	1.70353e+07	1.20247e+07	1.17403e+07	1.99325e+07	2.08713e+07	1.89317e+07	1.63672e+07	1.85057e+07	1.83676e+07	1.75829e+07	1.20503e+07	1.65383e+07	1.80987e+07	1.81107e+07
UTRN	6.28317e+06	4.68481e+06	5.75852e+06	7.78937e+06	7.3089e+06	8.74195e+06	5.88433e+06	6.73117e+06	7.25954e+06	8.06189e+06	4.56107e+06	4.91302e+06	8.96849e+06	8.43139e+06	8.39885e+06	7.34817e+06	7.30693e+06	7.26393e+06	7.35075e+06	6.31693e+06	7.01238e+06	6.75014e+06	6.01092e+06	7.61442e+06	6.76444e+06	8.10717e+06	8.03312e+06
UTS2R																2.92705e+06											
UVRAG	8.00408e+06	6.41582e+06	7.19994e+06	1.15145e+07	8.88646e+06	1.00505e+07	6.87256e+06	7.5306e+06	7.14325e+06	6.69019e+06	6.42388e+06	5.91233e+06	1.14239e+07	1.05924e+07	1.09345e+07	1.14649e+07	9.83012e+06	1.11373e+07	1.0847e+07	9.15111e+06	8.98271e+06	9.58078e+06	7.94035e+06	9.61728e+06	1.05547e+07	8.53528e+06	8.0792e+06
UVSSA	449918	398322	166823	829880	588647	580182	629717	265219	684394	382052	350967	689864	1.24462e+06	956031	957247	738537	1.22092e+06	1.03964e+06	1.16535e+06	652325	661135	978189	361461	568480	835174	769198	1.02289e+06
UXS1	4.82229e+06	4.39961e+06	3.71876e+06	7.47424e+06	5.12298e+06	1.1829e+07	5.6604e+06	5.6121e+06	5.61009e+06	4.12835e+06	4.95867e+06	5.33965e+06	8.53942e+06	7.20141e+06	7.91902e+06	7.74826e+06	6.33329e+06	6.61791e+06	5.81299e+06	9.08322e+06	7.75746e+06	7.2392e+06	7.73933e+06	8.60401e+06	7.33824e+06	1.05494e+07	8.80862e+06
UXT	1.08441e+07	1.23329e+07	9.66062e+06	1.28165e+07	4.95488e+06	6.30885e+06	1.0523e+07	1.13795e+07	1.02739e+07	1.09298e+07	1.18937e+07	1.0491e+07	9.80344e+06	8.54969e+06	9.45102e+06	1.03726e+07	1.05331e+07	1.19133e+07	1.30902e+07	5.3174e+06	3.47091e+06	4.51683e+06	4.93263e+06	5.10881e+06	5.43005e+06	5.50265e+06	5.95904e+06
VAC14	9.60556e+06	9.79063e+06	9.70044e+06	1.52745e+07	1.27185e+07	1.14945e+07	1.07227e+07	1.08875e+07	9.48492e+06	9.28757e+06	1.00713e+07	1.02268e+07	1.74497e+07	1.67665e+07	1.70227e+07	1.65799e+07	1.72615e+07	1.5436e+07	1.45489e+07	1.11628e+07	9.48459e+06	1.17943e+07	1.09737e+07	1.28345e+07	1.33174e+07	9.35578e+06	9.76638e+06
VAMP1																										58824.6	
VAMP2	8.42297e+06	4.85932e+06	7.27678e+06	8.2725e+06	7.25977e+06	1.33318e+07	8.70474e+06	9.4239e+06	2.16727e+06		7.84394e+06	7.48797e+06	7.37964e+06	1.01525e+07	1.19905e+07	1.28032e+07	7.74355e+06	6.25932e+06	5.72539e+06	1.59237e+07	8.83428e+06	9.65423e+06	1.16064e+07	1.5409e+07	1.28507e+07	9.73504e+06	8.8971e+06
VAMP3	7.04721e+06	5.07007e+06	5.95135e+06	4.05894e+06	3.0721e+06	3.51885e+06	6.82036e+06	6.94515e+06	4.65179e+06	3.43824e+06	7.62889e+06	7.88923e+06	6.32317e+06	5.43212e+06	7.36742e+06	4.89118e+06	5.14595e+06	4.41922e+06	3.86104e+06	2.57266e+06	1.37223e+06		3.76104e+06	5.5223e+06	5.44817e+06	3.34274e+06	2.59253e+06
VAMP4	7.10655e+06	4.61395e+06	6.82582e+06	5.92343e+06	1.09401e+07	1.49287e+07	6.93469e+06	5.49861e+06	9.01028e+06	5.66197e+06	6.6931e+06	5.73506e+06	5.42401e+06		5.4957e+06		5.1399e+06	3.789e+06	5.17212e+06	1.17214e+07	9.48354e+06	1.01775e+07	1.03794e+07	8.7455e+06	1.0933e+07	1.12583e+07	1.13633e+07
VAMP7	3.27625e+07	3.07162e+07	4.30269e+07	4.3999e+07	4.1751e+07	4.94332e+07	3.48009e+07	3.66508e+07	3.63793e+07	3.73878e+07	3.97171e+07	3.50423e+07	3.73216e+07	4.11514e+07	4.57854e+07	4.41757e+07	3.23822e+07	3.52301e+07	3.46511e+07	3.00998e+07	3.1372e+07	3.37152e+07	3.19482e+07	4.42189e+07	4.08538e+07	3.32814e+07	3.86665e+07
VAMP8	3.32463e+08	3.38623e+08	3.94275e+08	6.70824e+08	4.6517e+08	6.10212e+08	3.6458e+08	3.95293e+08	3.8619e+08	2.97875e+08	4.04671e+08	4.18584e+08	5.79348e+08	6.03578e+08	7.59611e+08	7.80816e+08	6.40889e+08	6.07135e+08	6.42536e+08	6.36238e+08	4.73682e+08	5.50859e+08	4.91621e+08	7.0346e+08	6.09002e+08	6.07281e+08	5.74946e+08
VAPA	1.07152e+08	1.04398e+08	1.24414e+08	1.3082e+08	1.24124e+08	1.31721e+08	1.24727e+08	1.22339e+08	1.16848e+08	1.27796e+08	9.81076e+07	1.09911e+08	1.37672e+08	1.2665e+08	1.68455e+08	1.41564e+08	1.40797e+08	1.22251e+08	1.28245e+08	1.09165e+08	1.20274e+08	1.20438e+08	1.21502e+08	1.43957e+08	1.13756e+08	1.0949e+08	1.28323e+08
VAPB	1.45163e+07	1.31311e+07	2.00924e+07	1.73081e+07	1.66543e+07	1.79142e+07	1.97202e+07	1.98377e+07	1.58257e+07	1.99928e+07	1.99319e+07	2.09112e+07	2.23546e+07	1.94442e+07	2.70293e+07	2.44782e+07	2.20859e+07	2.09146e+07	1.81611e+07	2.09101e+07	1.51466e+07	1.90126e+07	2.0042e+07	2.51262e+07	2.04371e+07	2.04845e+07	1.99224e+07
VARS1	3.14345e+08	2.9922e+08	2.99091e+08	2.0651e+08	1.9171e+08	2.00544e+08	3.10705e+08	3.21384e+08	3.12795e+08	2.73273e+08	3.00814e+08	2.8976e+08	1.95002e+08	1.96375e+08	2.081e+08	1.95685e+08	1.88679e+08	1.88645e+08	1.86496e+08	2.20876e+08	1.98655e+08	1.93911e+08	1.95876e+08	1.95769e+08	2.31825e+08	1.73512e+08	1.72924e+08
VARS2	2.29729e+06	2.70335e+06	2.79978e+06	2.51704e+06	2.75777e+06	3.19045e+06	2.42724e+06	2.90777e+06	2.20183e+06	1.55481e+06	2.7185e+06	2.7017e+06	3.08551e+06	2.60325e+06	2.12803e+06	2.23829e+06	2.18127e+06	3.44042e+06	3.74584e+06	2.79633e+06	3.78044e+06	4.10262e+06	2.8799e+06	3.68437e+06	3.11468e+06	3.30958e+06	4.06379e+06
VASP	2.23137e+08	1.19427e+08	1.28565e+08	2.60989e+08	2.44416e+08	1.93541e+08	1.8923e+08	1.31467e+08	1.34593e+08	1.15688e+08	1.07357e+08	1.02669e+08	1.87394e+08	1.81966e+08	1.85366e+08	1.73999e+08	1.66729e+08	2.31194e+08	2.35871e+08	1.97467e+08	2.03223e+08	1.92389e+08	1.68589e+08	2.05618e+08	2.18142e+08	1.75809e+08	1.69471e+08
VAT1	6.58041e+07	3.36653e+07	6.93803e+07	1.12509e+08	1.39512e+08	2.11923e+08	6.35538e+07	5.51639e+07	8.46781e+07	6.52913e+07	3.30361e+07	3.08179e+07	8.45513e+07	1.00871e+08	1.00133e+08	1.46716e+08	7.9469e+07	9.45556e+07	9.44816e+07	1.04811e+08	1.00799e+08	1.2185e+08	1.02662e+08	1.57029e+08	1.3324e+08	1.54122e+08	1.59798e+08
VAT1L	8.58603e+06	1.10351e+07		6.70591e+06	1.37295e+08	9.72085e+07	8.76395e+06	7.27268e+06	3.13125e+06	1.7624e+06	1.54474e+07	1.4738e+07	1.89516e+07	1.57874e+07	2.0655e+07	1.64809e+07	1.21785e+07	8.42428e+06	8.14052e+06	1.62413e+08	1.51644e+08	1.45346e+08	1.42057e+08	2.14706e+08	1.5684e+08	1.01377e+08	9.73588e+07
VAV1	5.11182e+07	4.50635e+07	4.32271e+07	5.27761e+07	5.34629e+07	3.83752e+07	5.71968e+07	4.93838e+07	3.45392e+07	4.45463e+07	4.38911e+07	4.65358e+07	7.17118e+07	6.90408e+07	6.83233e+07	6.81118e+07	6.36699e+07	5.99127e+07	5.48272e+07	5.04498e+07	4.87495e+07	5.33421e+07	4.64768e+07	5.83959e+07	5.80462e+07	3.82581e+07	3.81774e+07
VAV2	7.22483e+06	6.02488e+06	4.97651e+06	1.2861e+07	8.27256e+06	6.85198e+06	6.61955e+06	4.95894e+06	6.53811e+06	5.79448e+06	5.6127e+06	5.67857e+06	1.20914e+07	1.20123e+07	1.1332e+07	1.14791e+07	1.26378e+07	1.32767e+07	1.23888e+07	6.94126e+06	6.66273e+06	6.95196e+06	6.7666e+06	7.17873e+06	7.90236e+06	6.43272e+06	6.39339e+06
VAV3	6.77918e+06	6.59739e+06	7.39029e+06	3.29377e+06	6.83085e+06	6.99086e+06	6.62882e+06	6.34849e+06	5.10441e+06	6.09793e+06	5.69164e+06	6.76224e+06	4.54508e+06	5.72356e+06	4.92684e+06	4.37698e+06	4.98929e+06	3.78444e+06	3.86213e+06	6.60058e+06	6.67152e+06	6.39364e+06	6.34023e+06	7.57245e+06	6.48083e+06	7.09466e+06	6.47676e+06
VBP1	1.08071e+08	1.13513e+08	1.1637e+08	1.14601e+08	1.3702e+08	1.34528e+08	1.15668e+08	1.26072e+08	1.52048e+08	1.28307e+08	1.13695e+08	1.19227e+08	1.10233e+08	1.00107e+08	1.28754e+08	1.1944e+08	1.18222e+08	9.7729e+07	1.03009e+08	1.13398e+08	1.39562e+08	1.15914e+08	1.35408e+08	1.27737e+08	1.2244e+08	1.11281e+08	1.24511e+08
VCL	5.12819e+07	4.98426e+07	5.62044e+07	6.98568e+07	6.57722e+07	8.59096e+07	5.45791e+07	5.44724e+07	4.45145e+07	5.1465e+07	5.61548e+07	5.55099e+07	8.57419e+07	8.63963e+07	8.87474e+07	8.74246e+07	7.92028e+07	6.81861e+07	6.63866e+07	7.73734e+07	6.55739e+07	7.65462e+07	6.36586e+07	7.46946e+07	6.69928e+07	7.20626e+07	7.29726e+07
VCP	3.41702e+08	2.96743e+08	3.23999e+08	4.84907e+08	4.92409e+08	4.17752e+08	3.28757e+08	3.3829e+08	3.35462e+08	3.32479e+08	2.95626e+08	2.9325e+08	4.91169e+08	4.8334e+08	4.38328e+08	3.90089e+08	4.51545e+08	4.39838e+08	4.62448e+08	4.51178e+08	4.15255e+08	4.40409e+08	4.81803e+08	4.98998e+08	5.37833e+08	4.29453e+08	4.12908e+08
VCPIP1	3.05958e+07	2.85514e+07	2.92857e+07	2.29925e+07	2.48298e+07	2.87864e+07	3.03508e+07	2.86943e+07	3.11209e+07	2.26566e+07	2.5987e+07	2.89514e+07	2.25426e+07	2.16252e+07	2.07605e+07	2.11745e+07	2.09418e+07	2.21096e+07	2.13214e+07	2.4601e+07	2.17426e+07	2.27963e+07	2.64395e+07	2.76463e+07	2.6307e+07	2.71726e+07	2.61124e+07
VCPKMT	2.31621e+06	1.63886e+06	1.27724e+06	1.19602e+06	1.26609e+06	1.48917e+06	1.24342e+06	1.05491e+06	779572	1.37989e+06	984271	1.48519e+06	1.62797e+06	1.29477e+06	1.44156e+06	1.12234e+06	1.36564e+06	1.22245e+06	1.00665e+06		1.56321e+06	1.18572e+06		1.04151e+06			1.41758e+06
VDAC1	7.25659e+08	8.80603e+08	6.47399e+08	6.78143e+08	6.93533e+08	6.5127e+08	6.34766e+08	6.97009e+08	9.47938e+08	7.51052e+08	8.31995e+08	9.32398e+08	6.67336e+08	6.89581e+08	7.13288e+08	6.41761e+08	6.38026e+08	7.26568e+08	7.08639e+08	6.66166e+08	5.95441e+08	7.01569e+08	6.37619e+08	6.28495e+08	6.80751e+08	6.14714e+08	6.24227e+08
